Date,DateAsInteger,Year,MonthNo,YearMonthNo,YearMonth,MonthShort,MonthLong,WeekNo,WeekDay,WeekDayShort,Quarter,YearQuarter
1975-11-28 00:00:00.000,"19751128",1975,"11","1975/11","1975/Nov","Nov","November",6,"Friday","Friday","Q4","1975/Q4"
1976-11-05 00:00:00.000,"19761105",1976,"11","1976/11","1976/Nov","Nov","November",6,"Friday","Friday","Q4","1976/Q4"
1976-11-12 00:00:00.000,"19761112",1976,"11","1976/11","1976/Nov","Nov","November",6,"Friday","Friday","Q4","1976/Q4"
1976-11-19 00:00:00.000,"19761119",1976,"11","1976/11","1976/Nov","Nov","November",6,"Friday","Friday","Q4","1976/Q4"
1976-11-26 00:00:00.000,"19761126",1976,"11","1976/11","1976/Nov","Nov","November",6,"Friday","Friday","Q4","1976/Q4"
1977-11-04 00:00:00.000,"19771104",1977,"11","1977/11","1977/Nov","Nov","November",6,"Friday","Friday","Q4","1977/Q4"
1977-11-11 00:00:00.000,"19771111",1977,"11","1977/11","1977/Nov","Nov","November",6,"Friday","Friday","Q4","1977/Q4"
1977-11-18 00:00:00.000,"19771118",1977,"11","1977/11","1977/Nov","Nov","November",6,"Friday","Friday","Q4","1977/Q4"
1977-11-25 00:00:00.000,"19771125",1977,"11","1977/11","1977/Nov","Nov","November",6,"Friday","Friday","Q4","1977/Q4"
1978-11-03 00:00:00.000,"19781103",1978,"11","1978/11","1978/Nov","Nov","November",6,"Friday","Friday","Q4","1978/Q4"
1978-11-10 00:00:00.000,"19781110",1978,"11","1978/11","1978/Nov","Nov","November",6,"Friday","Friday","Q4","1978/Q4"
1978-11-17 00:00:00.000,"19781117",1978,"11","1978/11","1978/Nov","Nov","November",6,"Friday","Friday","Q4","1978/Q4"
1978-11-24 00:00:00.000,"19781124",1978,"11","1978/11","1978/Nov","Nov","November",6,"Friday","Friday","Q4","1978/Q4"
1979-11-02 00:00:00.000,"19791102",1979,"11","1979/11","1979/Nov","Nov","November",6,"Friday","Friday","Q4","1979/Q4"
1979-11-09 00:00:00.000,"19791109",1979,"11","1979/11","1979/Nov","Nov","November",6,"Friday","Friday","Q4","1979/Q4"
1979-11-16 00:00:00.000,"19791116",1979,"11","1979/11","1979/Nov","Nov","November",6,"Friday","Friday","Q4","1979/Q4"
1979-11-23 00:00:00.000,"19791123",1979,"11","1979/11","1979/Nov","Nov","November",6,"Friday","Friday","Q4","1979/Q4"
1979-11-30 00:00:00.000,"19791130",1979,"11","1979/11","1979/Nov","Nov","November",6,"Friday","Friday","Q4","1979/Q4"
1980-11-07 00:00:00.000,"19801107",1980,"11","1980/11","1980/Nov","Nov","November",6,"Friday","Friday","Q4","1980/Q4"
1980-11-14 00:00:00.000,"19801114",1980,"11","1980/11","1980/Nov","Nov","November",6,"Friday","Friday","Q4","1980/Q4"
1980-11-21 00:00:00.000,"19801121",1980,"11","1980/11","1980/Nov","Nov","November",6,"Friday","Friday","Q4","1980/Q4"
1980-11-28 00:00:00.000,"19801128",1980,"11","1980/11","1980/Nov","Nov","November",6,"Friday","Friday","Q4","1980/Q4"
1981-11-06 00:00:00.000,"19811106",1981,"11","1981/11","1981/Nov","Nov","November",6,"Friday","Friday","Q4","1981/Q4"
1981-11-13 00:00:00.000,"19811113",1981,"11","1981/11","1981/Nov","Nov","November",6,"Friday","Friday","Q4","1981/Q4"
1981-11-20 00:00:00.000,"19811120",1981,"11","1981/11","1981/Nov","Nov","November",6,"Friday","Friday","Q4","1981/Q4"
1981-11-27 00:00:00.000,"19811127",1981,"11","1981/11","1981/Nov","Nov","November",6,"Friday","Friday","Q4","1981/Q4"
1982-11-05 00:00:00.000,"19821105",1982,"11","1982/11","1982/Nov","Nov","November",6,"Friday","Friday","Q4","1982/Q4"
1982-11-12 00:00:00.000,"19821112",1982,"11","1982/11","1982/Nov","Nov","November",6,"Friday","Friday","Q4","1982/Q4"
1982-11-19 00:00:00.000,"19821119",1982,"11","1982/11","1982/Nov","Nov","November",6,"Friday","Friday","Q4","1982/Q4"
1982-11-26 00:00:00.000,"19821126",1982,"11","1982/11","1982/Nov","Nov","November",6,"Friday","Friday","Q4","1982/Q4"
1983-11-04 00:00:00.000,"19831104",1983,"11","1983/11","1983/Nov","Nov","November",6,"Friday","Friday","Q4","1983/Q4"
1983-11-11 00:00:00.000,"19831111",1983,"11","1983/11","1983/Nov","Nov","November",6,"Friday","Friday","Q4","1983/Q4"
1983-11-18 00:00:00.000,"19831118",1983,"11","1983/11","1983/Nov","Nov","November",6,"Friday","Friday","Q4","1983/Q4"
1983-11-25 00:00:00.000,"19831125",1983,"11","1983/11","1983/Nov","Nov","November",6,"Friday","Friday","Q4","1983/Q4"
1984-11-02 00:00:00.000,"19841102",1984,"11","1984/11","1984/Nov","Nov","November",6,"Friday","Friday","Q4","1984/Q4"
1984-11-09 00:00:00.000,"19841109",1984,"11","1984/11","1984/Nov","Nov","November",6,"Friday","Friday","Q4","1984/Q4"
1984-11-16 00:00:00.000,"19841116",1984,"11","1984/11","1984/Nov","Nov","November",6,"Friday","Friday","Q4","1984/Q4"
1984-11-23 00:00:00.000,"19841123",1984,"11","1984/11","1984/Nov","Nov","November",6,"Friday","Friday","Q4","1984/Q4"
1984-11-30 00:00:00.000,"19841130",1984,"11","1984/11","1984/Nov","Nov","November",6,"Friday","Friday","Q4","1984/Q4"
1985-11-01 00:00:00.000,"19851101",1985,"11","1985/11","1985/Nov","Nov","November",6,"Friday","Friday","Q4","1985/Q4"
1985-11-08 00:00:00.000,"19851108",1985,"11","1985/11","1985/Nov","Nov","November",6,"Friday","Friday","Q4","1985/Q4"
1985-11-15 00:00:00.000,"19851115",1985,"11","1985/11","1985/Nov","Nov","November",6,"Friday","Friday","Q4","1985/Q4"
1985-11-22 00:00:00.000,"19851122",1985,"11","1985/11","1985/Nov","Nov","November",6,"Friday","Friday","Q4","1985/Q4"
1985-11-29 00:00:00.000,"19851129",1985,"11","1985/11","1985/Nov","Nov","November",6,"Friday","Friday","Q4","1985/Q4"
1986-11-07 00:00:00.000,"19861107",1986,"11","1986/11","1986/Nov","Nov","November",6,"Friday","Friday","Q4","1986/Q4"
1986-11-14 00:00:00.000,"19861114",1986,"11","1986/11","1986/Nov","Nov","November",6,"Friday","Friday","Q4","1986/Q4"
1986-11-21 00:00:00.000,"19861121",1986,"11","1986/11","1986/Nov","Nov","November",6,"Friday","Friday","Q4","1986/Q4"
1986-11-28 00:00:00.000,"19861128",1986,"11","1986/11","1986/Nov","Nov","November",6,"Friday","Friday","Q4","1986/Q4"
1987-11-06 00:00:00.000,"19871106",1987,"11","1987/11","1987/Nov","Nov","November",6,"Friday","Friday","Q4","1987/Q4"
1987-11-13 00:00:00.000,"19871113",1987,"11","1987/11","1987/Nov","Nov","November",6,"Friday","Friday","Q4","1987/Q4"
1987-11-20 00:00:00.000,"19871120",1987,"11","1987/11","1987/Nov","Nov","November",6,"Friday","Friday","Q4","1987/Q4"
1987-11-27 00:00:00.000,"19871127",1987,"11","1987/11","1987/Nov","Nov","November",6,"Friday","Friday","Q4","1987/Q4"
1988-11-04 00:00:00.000,"19881104",1988,"11","1988/11","1988/Nov","Nov","November",6,"Friday","Friday","Q4","1988/Q4"
1988-11-11 00:00:00.000,"19881111",1988,"11","1988/11","1988/Nov","Nov","November",6,"Friday","Friday","Q4","1988/Q4"
1988-11-18 00:00:00.000,"19881118",1988,"11","1988/11","1988/Nov","Nov","November",6,"Friday","Friday","Q4","1988/Q4"
1988-11-25 00:00:00.000,"19881125",1988,"11","1988/11","1988/Nov","Nov","November",6,"Friday","Friday","Q4","1988/Q4"
1989-11-03 00:00:00.000,"19891103",1989,"11","1989/11","1989/Nov","Nov","November",6,"Friday","Friday","Q4","1989/Q4"
1989-11-10 00:00:00.000,"19891110",1989,"11","1989/11","1989/Nov","Nov","November",6,"Friday","Friday","Q4","1989/Q4"
1989-11-17 00:00:00.000,"19891117",1989,"11","1989/11","1989/Nov","Nov","November",6,"Friday","Friday","Q4","1989/Q4"
1989-11-24 00:00:00.000,"19891124",1989,"11","1989/11","1989/Nov","Nov","November",6,"Friday","Friday","Q4","1989/Q4"
1990-11-02 00:00:00.000,"19901102",1990,"11","1990/11","1990/Nov","Nov","November",6,"Friday","Friday","Q4","1990/Q4"
1990-11-09 00:00:00.000,"19901109",1990,"11","1990/11","1990/Nov","Nov","November",6,"Friday","Friday","Q4","1990/Q4"
1990-11-16 00:00:00.000,"19901116",1990,"11","1990/11","1990/Nov","Nov","November",6,"Friday","Friday","Q4","1990/Q4"
1990-11-23 00:00:00.000,"19901123",1990,"11","1990/11","1990/Nov","Nov","November",6,"Friday","Friday","Q4","1990/Q4"
1990-11-30 00:00:00.000,"19901130",1990,"11","1990/11","1990/Nov","Nov","November",6,"Friday","Friday","Q4","1990/Q4"
1991-11-01 00:00:00.000,"19911101",1991,"11","1991/11","1991/Nov","Nov","November",6,"Friday","Friday","Q4","1991/Q4"
1991-11-08 00:00:00.000,"19911108",1991,"11","1991/11","1991/Nov","Nov","November",6,"Friday","Friday","Q4","1991/Q4"
1991-11-15 00:00:00.000,"19911115",1991,"11","1991/11","1991/Nov","Nov","November",6,"Friday","Friday","Q4","1991/Q4"
1991-11-22 00:00:00.000,"19911122",1991,"11","1991/11","1991/Nov","Nov","November",6,"Friday","Friday","Q4","1991/Q4"
1991-11-29 00:00:00.000,"19911129",1991,"11","1991/11","1991/Nov","Nov","November",6,"Friday","Friday","Q4","1991/Q4"
1992-11-06 00:00:00.000,"19921106",1992,"11","1992/11","1992/Nov","Nov","November",6,"Friday","Friday","Q4","1992/Q4"
1992-11-13 00:00:00.000,"19921113",1992,"11","1992/11","1992/Nov","Nov","November",6,"Friday","Friday","Q4","1992/Q4"
1992-11-20 00:00:00.000,"19921120",1992,"11","1992/11","1992/Nov","Nov","November",6,"Friday","Friday","Q4","1992/Q4"
1992-11-27 00:00:00.000,"19921127",1992,"11","1992/11","1992/Nov","Nov","November",6,"Friday","Friday","Q4","1992/Q4"
1993-11-05 00:00:00.000,"19931105",1993,"11","1993/11","1993/Nov","Nov","November",6,"Friday","Friday","Q4","1993/Q4"
1993-11-12 00:00:00.000,"19931112",1993,"11","1993/11","1993/Nov","Nov","November",6,"Friday","Friday","Q4","1993/Q4"
1993-11-19 00:00:00.000,"19931119",1993,"11","1993/11","1993/Nov","Nov","November",6,"Friday","Friday","Q4","1993/Q4"
1993-11-26 00:00:00.000,"19931126",1993,"11","1993/11","1993/Nov","Nov","November",6,"Friday","Friday","Q4","1993/Q4"
1994-11-04 00:00:00.000,"19941104",1994,"11","1994/11","1994/Nov","Nov","November",6,"Friday","Friday","Q4","1994/Q4"
1994-11-11 00:00:00.000,"19941111",1994,"11","1994/11","1994/Nov","Nov","November",6,"Friday","Friday","Q4","1994/Q4"
1994-11-18 00:00:00.000,"19941118",1994,"11","1994/11","1994/Nov","Nov","November",6,"Friday","Friday","Q4","1994/Q4"
1994-11-25 00:00:00.000,"19941125",1994,"11","1994/11","1994/Nov","Nov","November",6,"Friday","Friday","Q4","1994/Q4"
1995-11-03 00:00:00.000,"19951103",1995,"11","1995/11","1995/Nov","Nov","November",6,"Friday","Friday","Q4","1995/Q4"
1995-11-10 00:00:00.000,"19951110",1995,"11","1995/11","1995/Nov","Nov","November",6,"Friday","Friday","Q4","1995/Q4"
1995-11-17 00:00:00.000,"19951117",1995,"11","1995/11","1995/Nov","Nov","November",6,"Friday","Friday","Q4","1995/Q4"
1995-11-24 00:00:00.000,"19951124",1995,"11","1995/11","1995/Nov","Nov","November",6,"Friday","Friday","Q4","1995/Q4"
1996-11-01 00:00:00.000,"19961101",1996,"11","1996/11","1996/Nov","Nov","November",6,"Friday","Friday","Q4","1996/Q4"
1996-11-08 00:00:00.000,"19961108",1996,"11","1996/11","1996/Nov","Nov","November",6,"Friday","Friday","Q4","1996/Q4"
1996-11-15 00:00:00.000,"19961115",1996,"11","1996/11","1996/Nov","Nov","November",6,"Friday","Friday","Q4","1996/Q4"
1996-11-22 00:00:00.000,"19961122",1996,"11","1996/11","1996/Nov","Nov","November",6,"Friday","Friday","Q4","1996/Q4"
1996-11-29 00:00:00.000,"19961129",1996,"11","1996/11","1996/Nov","Nov","November",6,"Friday","Friday","Q4","1996/Q4"
1997-11-07 00:00:00.000,"19971107",1997,"11","1997/11","1997/Nov","Nov","November",6,"Friday","Friday","Q4","1997/Q4"
1997-11-14 00:00:00.000,"19971114",1997,"11","1997/11","1997/Nov","Nov","November",6,"Friday","Friday","Q4","1997/Q4"
1997-11-21 00:00:00.000,"19971121",1997,"11","1997/11","1997/Nov","Nov","November",6,"Friday","Friday","Q4","1997/Q4"
1997-11-28 00:00:00.000,"19971128",1997,"11","1997/11","1997/Nov","Nov","November",6,"Friday","Friday","Q4","1997/Q4"
1998-11-06 00:00:00.000,"19981106",1998,"11","1998/11","1998/Nov","Nov","November",6,"Friday","Friday","Q4","1998/Q4"
1998-11-13 00:00:00.000,"19981113",1998,"11","1998/11","1998/Nov","Nov","November",6,"Friday","Friday","Q4","1998/Q4"
1998-11-20 00:00:00.000,"19981120",1998,"11","1998/11","1998/Nov","Nov","November",6,"Friday","Friday","Q4","1998/Q4"
1998-11-27 00:00:00.000,"19981127",1998,"11","1998/11","1998/Nov","Nov","November",6,"Friday","Friday","Q4","1998/Q4"
1999-11-05 00:00:00.000,"19991105",1999,"11","1999/11","1999/Nov","Nov","November",6,"Friday","Friday","Q4","1999/Q4"
1999-11-12 00:00:00.000,"19991112",1999,"11","1999/11","1999/Nov","Nov","November",6,"Friday","Friday","Q4","1999/Q4"
1999-11-19 00:00:00.000,"19991119",1999,"11","1999/11","1999/Nov","Nov","November",6,"Friday","Friday","Q4","1999/Q4"
1999-11-26 00:00:00.000,"19991126",1999,"11","1999/11","1999/Nov","Nov","November",6,"Friday","Friday","Q4","1999/Q4"
2000-11-03 00:00:00.000,"20001103",2000,"11","2000/11","2000/Nov","Nov","November",6,"Friday","Friday","Q4","2000/Q4"
2000-11-10 00:00:00.000,"20001110",2000,"11","2000/11","2000/Nov","Nov","November",6,"Friday","Friday","Q4","2000/Q4"
2000-11-17 00:00:00.000,"20001117",2000,"11","2000/11","2000/Nov","Nov","November",6,"Friday","Friday","Q4","2000/Q4"
2000-11-24 00:00:00.000,"20001124",2000,"11","2000/11","2000/Nov","Nov","November",6,"Friday","Friday","Q4","2000/Q4"
2001-11-02 00:00:00.000,"20011102",2001,"11","2001/11","2001/Nov","Nov","November",6,"Friday","Friday","Q4","2001/Q4"
2001-11-09 00:00:00.000,"20011109",2001,"11","2001/11","2001/Nov","Nov","November",6,"Friday","Friday","Q4","2001/Q4"
2001-11-16 00:00:00.000,"20011116",2001,"11","2001/11","2001/Nov","Nov","November",6,"Friday","Friday","Q4","2001/Q4"
2001-11-23 00:00:00.000,"20011123",2001,"11","2001/11","2001/Nov","Nov","November",6,"Friday","Friday","Q4","2001/Q4"
2001-11-30 00:00:00.000,"20011130",2001,"11","2001/11","2001/Nov","Nov","November",6,"Friday","Friday","Q4","2001/Q4"
2002-11-01 00:00:00.000,"20021101",2002,"11","2002/11","2002/Nov","Nov","November",6,"Friday","Friday","Q4","2002/Q4"
2002-11-08 00:00:00.000,"20021108",2002,"11","2002/11","2002/Nov","Nov","November",6,"Friday","Friday","Q4","2002/Q4"
2002-11-15 00:00:00.000,"20021115",2002,"11","2002/11","2002/Nov","Nov","November",6,"Friday","Friday","Q4","2002/Q4"
2002-11-22 00:00:00.000,"20021122",2002,"11","2002/11","2002/Nov","Nov","November",6,"Friday","Friday","Q4","2002/Q4"
2002-11-29 00:00:00.000,"20021129",2002,"11","2002/11","2002/Nov","Nov","November",6,"Friday","Friday","Q4","2002/Q4"
2003-11-07 00:00:00.000,"20031107",2003,"11","2003/11","2003/Nov","Nov","November",6,"Friday","Friday","Q4","2003/Q4"
2003-11-14 00:00:00.000,"20031114",2003,"11","2003/11","2003/Nov","Nov","November",6,"Friday","Friday","Q4","2003/Q4"
2003-11-21 00:00:00.000,"20031121",2003,"11","2003/11","2003/Nov","Nov","November",6,"Friday","Friday","Q4","2003/Q4"
2003-11-28 00:00:00.000,"20031128",2003,"11","2003/11","2003/Nov","Nov","November",6,"Friday","Friday","Q4","2003/Q4"
2004-11-05 00:00:00.000,"20041105",2004,"11","2004/11","2004/Nov","Nov","November",6,"Friday","Friday","Q4","2004/Q4"
2004-11-12 00:00:00.000,"20041112",2004,"11","2004/11","2004/Nov","Nov","November",6,"Friday","Friday","Q4","2004/Q4"
2004-11-19 00:00:00.000,"20041119",2004,"11","2004/11","2004/Nov","Nov","November",6,"Friday","Friday","Q4","2004/Q4"
2004-11-26 00:00:00.000,"20041126",2004,"11","2004/11","2004/Nov","Nov","November",6,"Friday","Friday","Q4","2004/Q4"
2005-11-04 00:00:00.000,"20051104",2005,"11","2005/11","2005/Nov","Nov","November",6,"Friday","Friday","Q4","2005/Q4"
2005-11-11 00:00:00.000,"20051111",2005,"11","2005/11","2005/Nov","Nov","November",6,"Friday","Friday","Q4","2005/Q4"
2005-11-18 00:00:00.000,"20051118",2005,"11","2005/11","2005/Nov","Nov","November",6,"Friday","Friday","Q4","2005/Q4"
2005-11-25 00:00:00.000,"20051125",2005,"11","2005/11","2005/Nov","Nov","November",6,"Friday","Friday","Q4","2005/Q4"
2006-11-03 00:00:00.000,"20061103",2006,"11","2006/11","2006/Nov","Nov","November",6,"Friday","Friday","Q4","2006/Q4"
2006-11-10 00:00:00.000,"20061110",2006,"11","2006/11","2006/Nov","Nov","November",6,"Friday","Friday","Q4","2006/Q4"
2006-11-17 00:00:00.000,"20061117",2006,"11","2006/11","2006/Nov","Nov","November",6,"Friday","Friday","Q4","2006/Q4"
2006-11-24 00:00:00.000,"20061124",2006,"11","2006/11","2006/Nov","Nov","November",6,"Friday","Friday","Q4","2006/Q4"
2007-11-02 00:00:00.000,"20071102",2007,"11","2007/11","2007/Nov","Nov","November",6,"Friday","Friday","Q4","2007/Q4"
2007-11-09 00:00:00.000,"20071109",2007,"11","2007/11","2007/Nov","Nov","November",6,"Friday","Friday","Q4","2007/Q4"
2007-11-16 00:00:00.000,"20071116",2007,"11","2007/11","2007/Nov","Nov","November",6,"Friday","Friday","Q4","2007/Q4"
2007-11-23 00:00:00.000,"20071123",2007,"11","2007/11","2007/Nov","Nov","November",6,"Friday","Friday","Q4","2007/Q4"
2007-11-30 00:00:00.000,"20071130",2007,"11","2007/11","2007/Nov","Nov","November",6,"Friday","Friday","Q4","2007/Q4"
2008-11-07 00:00:00.000,"20081107",2008,"11","2008/11","2008/Nov","Nov","November",6,"Friday","Friday","Q4","2008/Q4"
2008-11-14 00:00:00.000,"20081114",2008,"11","2008/11","2008/Nov","Nov","November",6,"Friday","Friday","Q4","2008/Q4"
2008-11-21 00:00:00.000,"20081121",2008,"11","2008/11","2008/Nov","Nov","November",6,"Friday","Friday","Q4","2008/Q4"
2008-11-28 00:00:00.000,"20081128",2008,"11","2008/11","2008/Nov","Nov","November",6,"Friday","Friday","Q4","2008/Q4"
2009-11-06 00:00:00.000,"20091106",2009,"11","2009/11","2009/Nov","Nov","November",6,"Friday","Friday","Q4","2009/Q4"
2009-11-13 00:00:00.000,"20091113",2009,"11","2009/11","2009/Nov","Nov","November",6,"Friday","Friday","Q4","2009/Q4"
2009-11-20 00:00:00.000,"20091120",2009,"11","2009/11","2009/Nov","Nov","November",6,"Friday","Friday","Q4","2009/Q4"
2009-11-27 00:00:00.000,"20091127",2009,"11","2009/11","2009/Nov","Nov","November",6,"Friday","Friday","Q4","2009/Q4"
2010-11-05 00:00:00.000,"20101105",2010,"11","2010/11","2010/Nov","Nov","November",6,"Friday","Friday","Q4","2010/Q4"
2010-11-12 00:00:00.000,"20101112",2010,"11","2010/11","2010/Nov","Nov","November",6,"Friday","Friday","Q4","2010/Q4"
2010-11-19 00:00:00.000,"20101119",2010,"11","2010/11","2010/Nov","Nov","November",6,"Friday","Friday","Q4","2010/Q4"
2010-11-26 00:00:00.000,"20101126",2010,"11","2010/11","2010/Nov","Nov","November",6,"Friday","Friday","Q4","2010/Q4"
2011-11-04 00:00:00.000,"20111104",2011,"11","2011/11","2011/Nov","Nov","November",6,"Friday","Friday","Q4","2011/Q4"
2011-11-11 00:00:00.000,"20111111",2011,"11","2011/11","2011/Nov","Nov","November",6,"Friday","Friday","Q4","2011/Q4"
2011-11-18 00:00:00.000,"20111118",2011,"11","2011/11","2011/Nov","Nov","November",6,"Friday","Friday","Q4","2011/Q4"
2011-11-25 00:00:00.000,"20111125",2011,"11","2011/11","2011/Nov","Nov","November",6,"Friday","Friday","Q4","2011/Q4"
2012-11-02 00:00:00.000,"20121102",2012,"11","2012/11","2012/Nov","Nov","November",6,"Friday","Friday","Q4","2012/Q4"
2012-11-09 00:00:00.000,"20121109",2012,"11","2012/11","2012/Nov","Nov","November",6,"Friday","Friday","Q4","2012/Q4"
2012-11-16 00:00:00.000,"20121116",2012,"11","2012/11","2012/Nov","Nov","November",6,"Friday","Friday","Q4","2012/Q4"
2012-11-23 00:00:00.000,"20121123",2012,"11","2012/11","2012/Nov","Nov","November",6,"Friday","Friday","Q4","2012/Q4"
2012-11-30 00:00:00.000,"20121130",2012,"11","2012/11","2012/Nov","Nov","November",6,"Friday","Friday","Q4","2012/Q4"
2013-11-01 00:00:00.000,"20131101",2013,"11","2013/11","2013/Nov","Nov","November",6,"Friday","Friday","Q4","2013/Q4"
2013-11-08 00:00:00.000,"20131108",2013,"11","2013/11","2013/Nov","Nov","November",6,"Friday","Friday","Q4","2013/Q4"
2013-11-15 00:00:00.000,"20131115",2013,"11","2013/11","2013/Nov","Nov","November",6,"Friday","Friday","Q4","2013/Q4"
2013-11-22 00:00:00.000,"20131122",2013,"11","2013/11","2013/Nov","Nov","November",6,"Friday","Friday","Q4","2013/Q4"
2013-11-29 00:00:00.000,"20131129",2013,"11","2013/11","2013/Nov","Nov","November",6,"Friday","Friday","Q4","2013/Q4"
2014-11-07 00:00:00.000,"20141107",2014,"11","2014/11","2014/Nov","Nov","November",6,"Friday","Friday","Q4","2014/Q4"
2014-11-14 00:00:00.000,"20141114",2014,"11","2014/11","2014/Nov","Nov","November",6,"Friday","Friday","Q4","2014/Q4"
2014-11-21 00:00:00.000,"20141121",2014,"11","2014/11","2014/Nov","Nov","November",6,"Friday","Friday","Q4","2014/Q4"
2014-11-28 00:00:00.000,"20141128",2014,"11","2014/11","2014/Nov","Nov","November",6,"Friday","Friday","Q4","2014/Q4"
2015-11-06 00:00:00.000,"20151106",2015,"11","2015/11","2015/Nov","Nov","November",6,"Friday","Friday","Q4","2015/Q4"
2015-11-13 00:00:00.000,"20151113",2015,"11","2015/11","2015/Nov","Nov","November",6,"Friday","Friday","Q4","2015/Q4"
2015-11-20 00:00:00.000,"20151120",2015,"11","2015/11","2015/Nov","Nov","November",6,"Friday","Friday","Q4","2015/Q4"
2015-11-27 00:00:00.000,"20151127",2015,"11","2015/11","2015/Nov","Nov","November",6,"Friday","Friday","Q4","2015/Q4"
2016-11-04 00:00:00.000,"20161104",2016,"11","2016/11","2016/Nov","Nov","November",6,"Friday","Friday","Q4","2016/Q4"
2016-11-11 00:00:00.000,"20161111",2016,"11","2016/11","2016/Nov","Nov","November",6,"Friday","Friday","Q4","2016/Q4"
2016-11-18 00:00:00.000,"20161118",2016,"11","2016/11","2016/Nov","Nov","November",6,"Friday","Friday","Q4","2016/Q4"
2016-11-25 00:00:00.000,"20161125",2016,"11","2016/11","2016/Nov","Nov","November",6,"Friday","Friday","Q4","2016/Q4"
2017-11-03 00:00:00.000,"20171103",2017,"11","2017/11","2017/Nov","Nov","November",6,"Friday","Friday","Q4","2017/Q4"
2017-11-10 00:00:00.000,"20171110",2017,"11","2017/11","2017/Nov","Nov","November",6,"Friday","Friday","Q4","2017/Q4"
2017-11-17 00:00:00.000,"20171117",2017,"11","2017/11","2017/Nov","Nov","November",6,"Friday","Friday","Q4","2017/Q4"
2017-11-24 00:00:00.000,"20171124",2017,"11","2017/11","2017/Nov","Nov","November",6,"Friday","Friday","Q4","2017/Q4"
2018-11-02 00:00:00.000,"20181102",2018,"11","2018/11","2018/Nov","Nov","November",6,"Friday","Friday","Q4","2018/Q4"
2018-11-09 00:00:00.000,"20181109",2018,"11","2018/11","2018/Nov","Nov","November",6,"Friday","Friday","Q4","2018/Q4"
2018-11-16 00:00:00.000,"20181116",2018,"11","2018/11","2018/Nov","Nov","November",6,"Friday","Friday","Q4","2018/Q4"
2018-11-23 00:00:00.000,"20181123",2018,"11","2018/11","2018/Nov","Nov","November",6,"Friday","Friday","Q4","2018/Q4"
2018-11-30 00:00:00.000,"20181130",2018,"11","2018/11","2018/Nov","Nov","November",6,"Friday","Friday","Q4","2018/Q4"
2019-11-01 00:00:00.000,"20191101",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Friday","Q4","2019/Q4"
2019-11-08 00:00:00.000,"20191108",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Friday","Q4","2019/Q4"
2019-11-15 00:00:00.000,"20191115",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Friday","Q4","2019/Q4"
2019-11-22 00:00:00.000,"20191122",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Friday","Q4","2019/Q4"
2019-11-29 00:00:00.000,"20191129",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Friday","Q4","2019/Q4"
2020-11-06 00:00:00.000,"20201106",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Friday","Q4","2020/Q4"
2020-11-13 00:00:00.000,"20201113",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Friday","Q4","2020/Q4"
2020-11-20 00:00:00.000,"20201120",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Friday","Q4","2020/Q4"
2020-11-27 00:00:00.000,"20201127",2020,"11","2020/11","2020/Nov","Nov","November",6,"Friday","Friday","Q4","2020/Q4"
2021-11-05 00:00:00.000,"20211105",2021,"11","2021/11","2021/Nov","Nov","November",6,"Friday","Friday","Q4","2021/Q4"
2021-11-12 00:00:00.000,"20211112",2021,"11","2021/11","2021/Nov","Nov","November",6,"Friday","Friday","Q4","2021/Q4"
2021-11-19 00:00:00.000,"20211119",2021,"11","2021/11","2021/Nov","Nov","November",6,"Friday","Friday","Q4","2021/Q4"
2021-11-26 00:00:00.000,"20211126",2021,"11","2021/11","2021/Nov","Nov","November",6,"Friday","Friday","Q4","2021/Q4"
2022-11-04 00:00:00.000,"20221104",2022,"11","2022/11","2022/Nov","Nov","November",6,"Friday","Friday","Q4","2022/Q4"
2022-11-11 00:00:00.000,"20221111",2022,"11","2022/11","2022/Nov","Nov","November",6,"Friday","Friday","Q4","2022/Q4"
2022-11-18 00:00:00.000,"20221118",2022,"11","2022/11","2022/Nov","Nov","November",6,"Friday","Friday","Q4","2022/Q4"
2022-11-25 00:00:00.000,"20221125",2022,"11","2022/11","2022/Nov","Nov","November",6,"Friday","Friday","Q4","2022/Q4"
2023-11-03 00:00:00.000,"20231103",2023,"11","2023/11","2023/Nov","Nov","November",6,"Friday","Friday","Q4","2023/Q4"
2023-11-10 00:00:00.000,"20231110",2023,"11","2023/11","2023/Nov","Nov","November",6,"Friday","Friday","Q4","2023/Q4"
2023-11-17 00:00:00.000,"20231117",2023,"11","2023/11","2023/Nov","Nov","November",6,"Friday","Friday","Q4","2023/Q4"
2023-11-24 00:00:00.000,"20231124",2023,"11","2023/11","2023/Nov","Nov","November",6,"Friday","Friday","Q4","2023/Q4"
2024-11-01 00:00:00.000,"20241101",2024,"11","2024/11","2024/Nov","Nov","November",6,"Friday","Friday","Q4","2024/Q4"
